id,type,cycle,watering,seeds,maintenance,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,flowers,edible_fruit,poisonous_to_humans,poisonous_to_pets,dimension_min,dimension_max,attracts_squirrels,attracts_birds,attracts_bees,attracts_butterflies,attracts_hummingbirds,hardiness_min,hardiness_max,sunlight_simplified
5064,Tree,Perennial,Average,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,1219.2,False,False,False,False,False,4,8,Partial Shade
5065,Tree,Perennial,Average,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,False,False,False,False,5,8,Partial Shade
5066,Broadleaf Evergreen,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,304.8,457.2,False,False,False,False,False,10,11,Partial Shade
5067,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,,True,False,0,0,609.6,914.4,False,False,False,False,False,5,9,Partial Shade
5068,Broadleaf Evergreen,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,8,10,Partial Shade
5069,Tree,Perennial,Average,0,Low,Moderate,False,False,False,False,False,False,High,True,False,0,0,609.6,914.4,False,False,False,False,False,5,9,Partial Shade
5070,Tree,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,1219.2,1828.8,False,False,False,False,False,8,10,Partial Shade
5071,Deciduous Shrub,Perennial,Average,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,182.88,457.2,False,False,False,False,False,5,8,Partial Shade
5072,Broadleaf Evergreen,Perennial,Average,0,Low,High,False,False,False,False,False,False,High,True,False,0,0,1219.2,1828.8,False,False,False,False,False,6,9,Partial Shade
5073,Tree,Perennial,Average,1,Moderate,High,True,False,False,False,False,False,High,True,False,0,0,609.6,762.0,False,False,False,False,False,4,8,Partial Shade
5074,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,High,True,False,0,0,609.6,853.44,False,False,False,False,False,5,9,Partial Shade
5075,Broadleaf Evergreen,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,304.8,457.2,False,False,False,False,False,8,11,Partial Shade
5076,Tree,Perennial,Average,0,Low,High,False,False,False,False,False,False,High,True,False,0,0,457.2,609.6,False,False,False,False,False,5,9,Partial Shade
5077,Deciduous Shrub,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,243.84,365.76,False,False,False,False,False,5,8,Partial Shade
5078,Tree,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,High,True,False,0,0,609.6,914.4,False,False,False,False,False,5,9,Partial Shade
5079,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,False,False,False,False,5,9,Partial Shade
5080,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,High,True,False,0,0,304.8,609.6,False,False,False,False,False,5,9,Partial Shade
5081,Tree,Perennial,Average,0,Moderate,High,False,True,False,False,False,False,Moderate,True,False,0,0,609.6,1828.8,False,False,False,False,False,5,9,Partial Shade
5082,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,304.8,609.6,False,False,False,False,False,5,9,Partial Shade
5083,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,False,False,False,False,3,7,Full Sun
5084,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,914.4,False,False,False,False,False,4,8,Partial Shade
5085,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,High,True,False,0,0,914.4,1219.2,False,False,False,False,False,5,8,Partial Shade
5086,Tree,Perennial,Average,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,762.0,1219.2,False,False,False,False,False,5,7,Partial Shade
5087,Deciduous Shrub,Perennial,Average,0,Moderate,High,False,True,False,False,False,False,High,True,False,0,0,304.8,457.2,False,False,False,False,False,4,8,Partial Shade
5088,Deciduous Shrub,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,High,True,False,0,0,243.84,365.76,False,False,False,False,False,4,8,Partial Shade
5089,Tree,Perennial,Average,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,914.4,False,False,False,False,False,4,8,Partial Shade
5090,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,762.0,False,False,False,False,False,4,9,Partial Shade
5091,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,914.4,False,False,False,False,False,5,8,Partial Shade
5092,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,False,False,False,False,4,9,Partial Shade
5093,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,False,False,False,False,4,9,Partial Shade
5094,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,False,False,False,False,4,8,Partial Shade
5095,Tree,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,304.8,609.6,False,False,False,False,False,4,8,Partial Shade
5096,Deciduous Shrub,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Low,True,False,0,0,304.8,609.6,False,False,False,False,False,4,8,Partial Shade
5097,Tree,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,762.0,False,False,False,False,False,5,8,Partial Shade
5098,Deciduous Shrub,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,High,True,False,0,0,243.84,365.76,False,False,False,False,False,4,8,Partial Shade
5099,Tree,Perennial,Average,0,Low,High,True,False,False,True,False,False,Moderate,True,False,0,0,457.2,914.4,False,False,False,False,False,5,8,Partial Shade
5100,Tree,Perennial,Average,0,Low,Low,True,True,False,False,False,False,High,True,False,0,0,304.8,1066.8,False,False,False,False,False,5,10,Partial Shade
5101,Tree,Perennial,Frequent,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,457.2,1066.8,False,False,False,False,False,5,10,Partial Shade
5102,Tree,Perennial,Frequent,0,Low,High,True,True,False,False,False,False,,True,False,0,0,457.2,609.6,False,False,False,False,False,5,9,Partial Shade
5103,Tree,Perennial,Frequent,1,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,457.2,1828.8,False,False,False,False,False,5,10,Partial Shade
5104,Tree,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,False,False,False,False,6,9,Partial Shade
5105,Tree,Perennial,Average,0,Moderate,High,False,True,False,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,False,False,False,False,6,9,Partial Shade
5106,Tree,Perennial,Average,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,609.6,1219.2,False,False,False,False,False,4,8,Partial Shade
5107,Tree,Perennial,Average,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,457.2,914.4,False,False,False,False,False,4,8,Partial Shade
5108,Broadleaf Evergreen,Perennial,Average,1,Low,High,True,True,True,True,False,False,Moderate,True,False,0,0,121.92,304.8,False,True,False,False,False,7,9,Full Shade
5109,Broadleaf Evergreen,Perennial,Average,1,Moderate,Low,True,False,True,False,False,False,Moderate,True,True,0,0,121.92,152.4,False,True,False,False,False,7,8,Full Shade
5110,Broadleaf Evergreen,Perennial,Minimal,1,Low,Low,False,True,False,True,False,False,Moderate,True,True,0,1,152.4,213.36,False,True,False,False,False,6,8,Full Shade
5111,Broadleaf Evergreen,Perennial,Minimal,1,Moderate,Low,True,True,True,True,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,5,8,Partial Sun
5112,Broadleaf Evergreen,Perennial,Minimal,1,Moderate,Low,True,True,True,True,False,False,Moderate,True,True,0,0,60.96,182.88,False,True,False,False,False,7,9,Partial Shade
5113,Herb,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,,True,False,0,0,15.24,22.86,False,False,False,False,False,3,7,Partial Shade
5114,Herb,Perennial,Average,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,45.72,91.44,False,False,False,False,False,5,8,Partial Shade
5115,Herb,Perennial,Average,1,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,3,8,Partial Shade
5116,Herb,Perennial,Average,1,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,3,7,Partial Shade
5117,Deciduous Shrub,Perennial,Average,1,Low,High,False,True,False,True,False,False,Moderate,True,False,0,0,365.76,457.2,False,False,False,False,False,8,10,Partial Shade
5118,Broadleaf Evergreen,Perennial,Average,0,Low,Low,True,True,True,False,True,False,Moderate,True,False,0,0,30.48,91.44,False,False,False,False,False,11,12,Partial Shade
5119,Tree,Perennial,Average,1,Low,Low,False,False,True,False,False,False,,True,False,0,0,457.2,609.6,False,True,False,True,False,4,8,Full Sun
5120,Tree,Perennial,Average,1,Low,High,False,False,True,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,True,False,True,False,4,8,Full Sun
5121,Tree,Perennial,Average,1,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,213.36,304.8,False,True,False,True,True,4,8,Full Sun
5122,Tree,Perennial,Average,1,Low,Low,True,True,False,False,False,False,Moderate,True,True,0,0,457.2,548.64,False,True,False,True,False,4,8,Full Sun
5123,Tree,Perennial,Average,1,Low,Low,False,True,True,False,False,False,Moderate,True,True,0,0,914.4,1219.2,False,True,False,True,False,2,7,Full Sun
5124,Tree,Perennial,Average,1,Low,Low,False,False,True,False,False,False,Moderate,True,True,0,0,304.8,457.2,False,True,False,True,False,2,7,Full Sun
5125,Tree,Annual,Average,1,Low,Low,False,False,True,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,True,False,True,False,4,8,Full Sun
5126,Tree,Perennial,Average,1,Low,Low,True,False,True,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,True,False,True,False,4,8,Full Sun
5127,Tree,Perennial,Average,1,Low,High,False,False,True,False,False,False,Moderate,True,True,0,0,457.2,762.0,False,True,False,True,False,5,8,Full Sun
5128,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,Moderate,True,False,0,0,243.84,304.8,False,True,False,True,False,4,8,Full Sun
5129,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,Moderate,True,True,0,0,304.8,457.2,False,True,False,True,False,5,8,Full Sun
5130,Fruit,Perennial,Frequent,1,Moderate,High,False,False,False,False,False,False,Moderate,True,True,0,0,457.2,762.0,False,True,False,True,True,5,8,Full Sun
5131,Tree,Perennial,Average,1,Moderate,Moderate,True,False,True,True,False,False,Moderate,True,True,0,0,457.2,609.6,False,True,False,True,True,4,8,Partial Shade
5132,Tree,Perennial,Average,1,Low,High,False,False,True,False,False,False,Moderate,True,True,0,0,304.8,457.2,False,True,False,True,False,4,8,Full Sun
5133,Tree,Annual,Average,1,Low,Low,True,False,True,False,False,False,Moderate,True,False,0,0,457.2,548.64,False,True,False,True,True,4,8,Full Sun
5134,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,Moderate,True,False,0,0,609.6,914.4,False,True,False,True,False,4,8,Full Sun
5135,Deciduous Shrub,Annual,Average,1,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,213.36,243.84,False,True,False,True,True,4,8,Full Sun
5136,Tree,Perennial,Average,1,Low,High,False,False,False,False,False,False,Moderate,True,True,0,0,304.8,457.2,False,True,False,True,True,4,8,Full Sun
5137,Fruit,Perennial,Average,1,High,Low,True,False,False,False,False,False,Moderate,True,True,0,0,243.84,304.8,False,True,False,True,True,4,6,Full Sun
5138,Fruit,Perennial,Average,1,High,High,False,False,False,False,False,False,Moderate,True,True,0,0,182.88,243.84,False,True,False,True,False,4,8,Full Sun
5139,Fruit,Perennial,Average,1,High,High,False,False,False,False,False,False,Moderate,True,True,0,0,182.88,243.84,False,True,False,True,False,4,8,Full Sun
5140,Fruit,Perennial,Average,1,High,Low,False,False,False,False,False,False,Moderate,True,True,0,0,365.76,457.2,False,True,False,True,True,5,8,Full Sun
5141,Deciduous Shrub,Perennial,Average,1,Low,Low,True,False,True,False,False,False,Moderate,True,True,0,0,182.88,243.84,False,True,False,True,True,4,7,Full Sun
5142,Tree,Perennial,Average,1,Low,Low,False,False,False,False,False,False,Moderate,True,True,0,0,243.84,304.8,False,True,False,True,True,4,8,Full Sun
5143,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,Moderate,True,False,0,0,457.2,609.6,False,True,False,True,False,5,8,Full Sun
5144,Tree,Perennial,Average,1,Low,Low,False,False,True,False,False,False,Moderate,True,True,0,0,609.6,762.0,False,False,False,True,False,4,8,Full Sun
5145,Tree,Perennial,Average,1,Low,High,True,False,True,False,False,False,Moderate,True,False,0,0,426.72,548.64,False,True,False,True,False,4,8,Partial Shade
5146,Tree,Perennial,Average,1,Low,Low,False,False,True,False,False,False,Moderate,True,False,0,0,304.8,457.2,False,True,False,True,False,4,8,Full Sun
5147,Tree,Perennial,Average,1,Low,Low,False,False,True,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,True,False,True,True,4,8,Full Sun
5148,Tree,Perennial,Average,1,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,365.76,609.6,False,True,False,True,True,4,8,Full Sun
5149,Herb,Perennial,Average,0,Moderate,Low,True,True,False,True,False,False,,True,False,0,0,60.96,91.44,False,False,False,True,False,3,8,Full Sun
5150,Herb,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,,True,False,0,0,60.96,91.44,False,False,False,True,False,3,8,Full Sun
5151,Herb,Perennial,Average,0,Low,Low,True,True,False,True,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,4,8,Partial Shade
5152,Shrub,Perennial,Frequent,1,Low,Low,True,True,True,False,True,False,Moderate,True,False,0,0,60.96,152.4,False,True,False,True,True,7,10,Full Sun
5153,Vine,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,,True,False,0,0,91.44,304.8,False,False,False,False,False,10,11,Partial Shade
5154,Vine,Perennial,Average,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,91.44,304.8,False,False,False,False,False,10,11,Partial Shade
5155,Cactus,Perennial,Minimal,0,Low,Low,True,True,False,True,False,False,Low,True,False,0,0,91.44,182.88,False,False,False,False,False,6,9,Partial Shade
5156,Broadleaf Evergreen,Perennial,Average,0,Moderate,High,True,True,False,True,True,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,10,12,Partial Shade
5157,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,10,12,Partial Shade
5158,Tree,Perennial,Average,1,Moderate,High,True,True,False,False,False,False,,True,True,0,0,914.4,1828.8,False,False,False,False,False,10,11,Partial Shade
5159,Herb,Perennial,Average,0,Low,Low,False,False,False,False,True,True,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,11,12,Partial Shade
5160,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,365.76,609.6,False,False,False,False,False,12,12,Partial Shade
5161,Shrub,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,5,8,Partial Shade
5162,Flower,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,5,9,Partial Shade
5163,Herb,Perennial,Frequent,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,45.72,76.2,False,False,False,False,False,7,8,Partial Shade
5164,Fern,Perennial,Frequent,0,Moderate,Low,True,True,False,True,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,6,10,Partial Shade
5165,Vine,Perennial,Average,1,Moderate,Low,True,False,False,True,False,False,,True,False,0,0,182.88,304.8,False,False,False,True,False,6,8,Partial Shade
5166,Shrub,Perennial,Average,1,Moderate,Low,True,True,False,True,False,False,Moderate,True,False,0,1,182.88,304.8,False,False,False,True,False,6,8,Partial Shade
5167,Herb,Annual,Minimal,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,2,8,Full Sun
5168,Fern,Perennial,Frequent,0,Moderate,High,False,False,False,False,False,False,Moderate,True,False,0,0,91.44,182.88,False,False,False,False,False,3,7,Full Shade
5169,Fern,Perennial,Frequent,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,91.44,182.88,False,False,False,False,False,3,7,Full Shade
5170,Fern,Perennial,Frequent,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,91.44,182.88,False,False,False,False,False,3,7,Full Shade
5171,Shrub,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,91.44,False,False,False,False,False,7,10,Partial Shade
5172,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,182.88,274.32,False,False,False,False,True,9,10,Partial Shade
5173,Vine,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,182.88,274.32,False,False,False,False,True,9,10,Partial Shade
5174,Herb,Perennial,Frequent,0,Low,Low,True,True,False,True,False,False,Low,True,False,0,0,7.62,7.62,False,False,False,False,False,5,8,Partial Shade
5175,Shrub,Annual,Average,0,Low,High,False,True,False,False,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,10,11,Full Sun
5176,Flower,Perennial,Average,0,Low,High,False,True,False,False,False,False,High,True,False,0,0,7.62,15.24,False,False,False,False,False,9,11,Full Sun
5177,Flower,Perennial,Average,0,High,Low,False,False,False,False,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,5,7,Partial Shade
5178,Poppy,Perennial,Average,0,High,High,False,True,False,False,False,False,Moderate,True,False,0,0,91.44,121.92,False,False,False,False,False,5,7,Partial Shade
5179,Herb,Perennial,Frequent,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,3,8,Full Shade
5180,Broadleaf Evergreen,Perennial,Frequent,0,Moderate,High,True,False,True,False,True,True,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,10,11,Partial Shade
5181,Herb,Perennial,Average,0,Low,Low,False,True,True,True,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,4,8,Full Shade
5182,Broadleaf Evergreen,Perennial,Frequent,0,Moderate,Low,True,True,True,True,True,False,Moderate,True,False,0,0,182.88,243.84,False,False,False,False,False,10,11,Partial Shade
5183,Tree,Perennial,Frequent,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,762.0,1219.2,False,False,False,False,False,9,11,Full Sun
5184,Herb,Annual,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,2,11,Full Sun
5185,Herb,Annual,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,2,11,Full Sun
5186,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,7,9,Partial Shade
5187,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,True,False,,True,False,0,0,45.72,60.96,False,False,False,False,False,8,10,Full Sun
5188,Ornamental Grass,Perennial,Average,0,Moderate,Low,True,True,False,False,True,False,Moderate,True,False,0,0,15.24,45.72,False,False,False,False,False,8,10,Full Sun
5189,Herb,Perennial,Minimal,1,Low,High,False,False,False,False,False,False,,True,False,0,0,45.72,60.96,False,False,False,False,False,3,7,Partial Shade
5190,Vine,Perennial,Average,1,Moderate,Low,False,False,False,True,False,False,Moderate,True,False,1,1,243.84,609.6,False,False,False,False,False,5,8,Partial Shade
5191,Herb,Perennial,Frequent,0,Moderate,Low,True,True,False,False,False,False,,True,False,0,0,30.48,60.96,False,False,False,True,False,5,9,Partial Shade
5192,Herb,Perennial,Frequent,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,True,False,5,9,Partial Shade
5193,Herb,Perennial,Frequent,0,Moderate,High,True,True,False,False,False,False,,True,False,0,0,30.48,60.96,False,False,False,True,False,5,9,Full Sun
5194,Herb,Perennial,Frequent,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,True,False,5,9,Partial Shade
5195,Herb,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,3,10,Partial Shade
5196,Cactus,Perennial,Minimal,0,Low,High,True,True,False,False,False,False,Low,True,False,0,0,7.62,15.24,False,False,False,False,False,10,11,Full Sun
5197,Tree,Perennial,Average,1,Low,Moderate,False,False,False,False,False,False,Moderate,True,True,0,0,457.2,609.6,False,False,False,False,False,5,8,Full Shade
5198,Vine,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,457.2,762.0,False,False,False,False,False,6,8,Partial Shade
5199,Tree,Perennial,Frequent,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,2743.2,2743.2,False,False,False,False,False,6,6,Full Sun
5200,Needled Evergreen,Perennial,Average,0,Low,High,False,True,False,False,False,False,Moderate,True,False,0,0,30.48,91.44,False,False,False,False,False,2,7,Partial Shade
5201,Fern,Perennial,Average,0,Low,Low,False,True,True,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,10,11,Full Shade
5202,Shrub,Perennial,Minimal,1,Low,Low,False,True,False,True,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,6,12,Full Sun
5203,Flower,Perennial,Average,1,Low,High,True,False,True,True,True,True,Moderate,True,True,1,1,60.96,91.44,False,True,False,True,True,9,11,Partial Shade
5204,Ornamental Grass,Perennial,Frequent,0,Low,High,False,True,False,True,False,False,Moderate,True,False,0,0,243.84,365.76,False,True,False,False,False,6,9,Full Sun
5205,Ornamental Grass,Perennial,Average,0,Low,High,False,True,False,False,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,5,9,Partial Shade
5206,Ornamental Grass,Perennial,Frequent,0,Low,High,True,True,False,True,False,False,Moderate,True,False,0,0,152.4,243.84,False,True,False,False,False,4,9,Partial Shade
5207,Ornamental Grass,Perennial,Average,0,Low,Low,False,True,False,False,False,False,,True,False,0,0,121.92,243.84,False,False,False,False,False,5,9,Partial Shade
5208,Ornamental Grass,Perennial,Average,0,Low,Moderate,False,True,False,False,False,False,Moderate,True,False,0,0,121.92,213.36,False,True,False,False,False,5,9,Full Sun
5209,Ornamental Grass,Perennial,Average,0,Low,Moderate,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,91.44,False,False,False,False,False,5,9,Partial Shade
5210,Ornamental Grass,Perennial,Average,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,121.92,182.88,False,True,False,False,False,5,9,Partial Shade
5211,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,91.44,121.92,False,True,False,False,False,5,9,Partial Shade
5212,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,182.88,243.84,False,False,False,False,False,5,9,Partial Shade
5213,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,152.4,213.36,False,True,False,False,False,5,9,Partial Shade
5214,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,121.92,152.4,False,False,False,False,False,5,9,Partial Shade
5215,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,121.92,152.4,False,True,False,False,False,4,9,Partial Shade
5216,Ornamental Grass,Perennial,Average,0,Low,Low,False,True,False,False,False,False,,True,False,0,0,182.88,243.84,False,True,False,False,False,5,9,Partial Shade
5217,Ornamental Grass,Perennial,Average,1,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,121.92,274.32,False,True,False,False,False,5,9,Partial Shade
5218,Ornamental Grass,Perennial,Average,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,182.88,243.84,False,False,False,False,False,5,9,Partial Shade
5219,Ornamental Grass,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,152.4,274.32,False,True,False,False,False,5,9,Partial Shade
5220,Ornamental Grass,Perennial,Average,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,91.44,121.92,False,False,False,False,False,5,9,Partial Shade
5221,Ornamental Grass,Perennial,Average,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,152.4,243.84,False,False,False,False,False,5,9,Partial Shade
5222,Broadleaf Evergreen,Perennial,Average,0,Low,Low,False,True,False,False,False,False,,True,True,0,0,0.0,7.62,False,False,False,False,False,3,8,Full Shade
5223,Herb,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,3,7,Partial Shade
5224,Ornamental Grass,Perennial,Frequent,0,Low,Low,True,True,False,True,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,5,8,Full Sun
5225,Ornamental Grass,Perennial,Frequent,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,182.88,243.84,False,False,False,False,False,5,8,Full Sun
5226,Ornamental Grass,Perennial,Frequent,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,30.48,76.2,False,False,False,False,False,4,9,Full Sun
5227,Herb,Annual,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,2,11,Partial Shade
5228,Fruit,Annual,Average,1,Moderate,Low,True,True,False,False,True,False,Moderate,True,True,0,0,365.76,609.6,False,False,False,False,False,2,11,Partial Shade
5229,Herb,Perennial,Frequent,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,True,False,4,8,Partial Shade
5230,Shrub,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,True,True,5,8,Partial Shade
5231,Herb,Annual,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,76.2,False,False,False,True,True,2,11,Partial Shade
5232,Shrub,Perennial,Frequent,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,76.2,91.44,False,False,False,True,True,4,9,Partial Shade
5233,Herb,Perennial,Frequent,0,Moderate,Low,True,False,False,True,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,True,True,4,9,Partial Shade
5234,Herb,Perennial,Frequent,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,True,True,4,9,Full Sun
5235,Herb,Perennial,Frequent,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,True,True,4,9,Partial Shade
5236,Herb,Perennial,Frequent,0,Moderate,High,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,True,True,4,9,Partial Shade
5237,Shrub,Perennial,Frequent,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,True,True,4,9,Partial Shade
5238,Herb,Perennial,Frequent,0,Moderate,Low,False,False,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,True,True,4,9,Partial Shade
