id,type,cycle,watering,seeds,maintenance,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,flowers,edible_fruit,poisonous_to_humans,poisonous_to_pets,dimension_min,dimension_max,attracts_squirrels,attracts_birds,attracts_bees,attracts_butterflies,attracts_hummingbirds,hardiness_min,hardiness_max,sunlight_simplified
2675,Flower,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,45.72,60.96,False,True,False,True,False,3,8,Partial Shade
2676,Flower,Perennial,Minimal,0,Low,High,True,True,False,False,False,False,,True,False,0,0,60.96,91.44,False,True,False,True,False,4,8,Partial Shade
2677,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,True,False,3,8,Partial Shade
2678,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,60.96,76.2,False,True,False,True,False,4,9,Partial Shade
2679,Coneflower,Perennial,Average,0,Low,High,True,False,False,False,False,False,,True,False,0,0,60.96,91.44,False,True,False,True,False,3,9,Partial Shade
2680,Coneflower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,,True,False,0,0,60.96,76.2,False,True,False,True,False,3,8,Partial Shade
2681,Flower,Perennial,Average,0,Low,High,True,True,False,False,False,False,,True,False,0,0,45.72,76.2,False,False,False,False,False,3,8,Partial Shade
2682,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,45.72,76.2,False,False,False,False,False,3,8,Partial Shade
2683,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,45.72,76.2,False,False,False,False,False,3,8,Partial Shade
2684,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,,True,False,0,0,53.34,60.96,False,True,False,True,False,4,8,Partial Shade
2685,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,,True,False,0,0,45.72,60.96,False,True,False,True,False,3,8,Partial Shade
2686,Flower,Perennial,Average,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,45.72,60.96,False,True,False,True,False,5,6,Partial Shade
2687,Flower,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,60.96,76.2,False,True,False,True,False,5,8,Partial Shade
2688,Flower,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,45.72,53.34,False,True,False,True,False,4,8,Partial Shade
2689,Flower,Perennial,Minimal,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,True,False,True,False,3,8,Partial Shade
2690,Coneflower,Perennial,Average,0,Low,High,True,False,False,False,False,False,Moderate,True,False,0,0,38.1,45.72,False,True,False,True,False,4,9,Full Sun
2691,Flower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,,True,False,0,0,30.48,45.72,False,True,False,True,False,4,10,Partial Shade
2692,Flower,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,60.96,91.44,False,True,False,True,False,3,8,Partial Shade
2693,Coneflower,Perennial,Minimal,0,Low,High,True,False,False,False,False,False,,True,False,0,0,60.96,76.2,False,True,False,True,False,3,8,Partial Shade
2694,Flower,Perennial,Minimal,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,True,False,True,False,3,8,Partial Shade
2695,Shrub,Perennial,Average,1,Low,High,True,True,True,True,False,False,Moderate,True,False,0,0,121.92,182.88,False,False,False,False,False,4,9,Full Sun
2696,Thistle,Perennial,Average,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,3,8,Full Sun
2697,Shrub,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,3,8,Full Sun
2698,Shrub,Perennial,Average,0,Low,Low,True,True,True,True,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,False,3,8,Full Sun
2699,Thistle,Perennial,Minimal,0,Low,Low,True,True,True,True,False,False,Moderate,True,False,0,0,91.44,121.92,False,False,False,True,False,3,8,Full Sun
2700,Thistle,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,,True,False,0,0,60.96,91.44,False,False,False,True,False,4,8,Full Sun
2701,Thistle,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,91.44,106.68,False,False,False,True,False,3,8,Full Sun
2702,Thistle,Perennial,Minimal,0,Low,Low,True,True,True,True,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,True,False,3,9,Full Sun
2703,Thistle,Perennial,Average,0,Low,Low,False,True,True,False,False,False,Moderate,True,False,0,0,76.2,91.44,False,False,False,True,False,3,10,Full Sun
2704,Herb,Perennial,Minimal,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,38.1,False,False,False,False,False,7,9,Full Sun
2705,Broadleaf Evergreen,Perennial,Minimal,0,Moderate,High,True,True,True,True,False,False,Moderate,True,False,0,0,152.4,182.88,False,True,False,True,True,9,11,Full Sun
2706,Shrub,Perennial,Minimal,0,Moderate,Low,True,True,True,True,False,False,,True,False,0,0,30.48,91.44,False,False,False,False,False,6,8,Full Sun
2707,Herb,Perennial,Minimal,1,Low,High,True,True,True,True,False,False,Moderate,True,False,0,0,30.48,76.2,False,False,False,False,False,4,8,Full Sun
2708,Shrub,Perennial,Minimal,0,Moderate,High,False,True,True,False,False,False,High,True,False,0,0,91.44,182.88,False,False,False,True,False,9,11,Full Sun
2709,Deciduous Shrub,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,121.92,182.88,False,False,False,False,False,7,10,Partial Shade
2710,Deciduous Shrub,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Moderate,True,False,0,0,152.4,243.84,False,False,False,False,False,7,10,Partial Shade
2711,Weed,Perennial,Minimal,0,High,High,False,False,False,True,True,False,,True,False,0,0,15.24,22.86,False,False,False,False,False,9,11,Full Sun
2712,Broadleaf Evergreen,Perennial,Average,1,Moderate,Low,True,True,True,True,False,False,Moderate,True,True,0,0,243.84,304.8,False,False,False,False,False,7,9,Full Sun
2713,Broadleaf Evergreen,Perennial,Average,1,Moderate,Low,True,True,True,True,False,False,Moderate,True,True,0,0,243.84,365.76,False,False,False,False,False,7,9,Partial Shade
2714,Deciduous Shrub,Perennial,Average,1,Low,Low,True,True,True,False,False,False,Moderate,True,True,0,0,182.88,304.8,False,False,False,False,False,4,9,Partial Shade
2715,Broadleaf Evergreen,Perennial,Average,1,Moderate,High,False,True,False,True,False,False,Moderate,True,False,0,0,365.76,457.2,False,True,False,False,False,7,9,Partial Shade
2716,Deciduous Shrub,Perennial,Average,1,Moderate,High,True,True,True,True,False,False,Moderate,True,True,0,1,304.8,487.68,False,False,False,False,False,4,9,Partial Shade
2717,Rush Or Sedge,Perennial,Average,0,Low,High,False,True,False,True,False,False,Moderate,True,False,0,0,30.48,91.44,False,False,False,False,False,9,11,Partial Shade
2718,Rush Or Sedge,Perennial,Frequent,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,False,False,3,8,Partial Shade
2719,Shrub,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,4,9,Partial Shade
2720,Herb,Perennial,Frequent,1,High,High,False,True,False,False,False,False,Moderate,True,True,0,0,182.88,457.2,False,False,False,False,False,10,12,Partial Shade
2721,Deciduous Shrub,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,182.88,243.84,False,False,False,False,False,4,9,Full Shade
2722,Shrub,Perennial,Average,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,0.0,7.62,False,False,False,False,False,7,9,Full Shade
2723,Weed,Perennial,Frequent,0,Moderate,High,True,True,False,True,False,False,Moderate,True,False,0,0,7.62,7.62,False,False,False,False,False,4,10,Full Sun
2724,Deciduous Shrub,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,91.44,152.4,False,False,False,False,False,4,8,Full Sun
2725,Ornamental Grass,Perennial,Minimal,1,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,152.4,False,True,False,False,False,3,8,Partial Sun
2726,Ornamental Grass,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,76.2,91.44,False,True,False,False,False,5,9,Partial Shade
2727,Ornamental Grass,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,5,8,Full Sun
2728,Ornamental Grass,Perennial,Average,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,60.96,121.92,False,False,False,True,False,3,8,Partial Shade
2729,Ornamental Grass,Perennial,Minimal,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,91.44,152.4,False,True,False,False,False,3,9,Full Sun
2730,Palm Or Cycad,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,High,True,False,0,0,304.8,609.6,False,False,False,False,False,10,12,Partial Shade
2731,Palm Or Cycad,Perennial,Minimal,0,Moderate,Low,True,True,True,False,False,False,High,True,False,0,0,60.96,91.44,False,False,False,False,False,10,12,Full Sun
2732,Herb,Perennial,Average,0,Low,Low,True,False,False,False,False,False,,True,False,0,0,15.24,22.86,False,False,False,False,False,3,8,Partial Shade
2733,Deciduous Shrub,Perennial,Average,1,Low,Moderate,False,True,False,False,False,False,,True,False,0,0,182.88,304.8,False,False,False,False,False,4,7,Partial Shade
2734,Deciduous Shrub,Perennial,Average,1,Low,Moderate,True,False,False,False,False,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,4,7,Partial Shade
2735,Deciduous Shrub,Perennial,Average,1,Low,Moderate,False,False,False,False,False,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,4,7,Partial Shade
2736,Deciduous Shrub,Perennial,Average,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,91.44,182.88,False,False,False,False,False,6,8,Partial Shade
2737,Fruit,Perennial,Frequent,0,High,Low,False,True,False,False,True,False,Moderate,True,True,0,0,365.76,609.6,False,False,False,False,False,10,11,Full Sun
2738,Fruit,Perennial,Average,0,High,High,True,True,False,False,False,False,Moderate,True,False,0,0,243.84,304.8,False,False,False,False,False,10,11,Full Sun
2739,Flower,Perennial,Average,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,6,9,Partial Shade
2740,Herb,Perennial,Minimal,0,Low,High,False,False,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,True,8,10,Partial Shade
2741,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,15.24,30.48,False,False,False,False,False,5,9,Full Shade
2742,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,9,Full Shade
2743,Herb,Perennial,Minimal,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,15.24,22.86,False,False,False,False,False,4,8,Full Shade
2744,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,,True,False,0,0,15.24,30.48,False,False,False,False,False,5,9,Full Shade
2745,Herb,Perennial,Average,0,Low,Low,True,False,False,False,False,False,,True,False,0,0,30.48,60.96,False,False,False,False,False,4,8,Partial Shade
2746,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,4,9,Full Shade
2747,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,5,8,Full Shade
2748,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,30.48,45.72,False,False,False,False,False,5,9,Full Shade
2749,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,9,Full Shade
2750,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,45.72,False,False,False,False,False,5,8,Full Shade
2751,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,5,8,Full Shade
2752,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,45.72,False,False,False,False,False,5,8,Full Shade
2753,Herb,Perennial,Average,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,5,9,Full Shade
2754,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,5,8,Full Shade
2755,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,5,8,Full Shade
2756,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,4,8,Full Shade
2757,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,5,9,Full Shade
2758,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,5,9,Full Shade
2759,Herb,Perennial,Average,0,Low,Low,True,False,False,False,False,False,,True,False,0,0,15.24,30.48,False,False,False,False,False,5,8,Full Shade
2760,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,45.72,False,False,False,False,False,5,8,Full Shade
2761,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,9,Full Shade
2762,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,9,Full Shade
2763,Herb,Perennial,Minimal,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,5,9,Full Shade
2764,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,8,Full Shade
2765,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,4,8,Full Shade
2766,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,,True,False,0,0,22.86,30.48,False,False,False,False,False,5,9,Full Shade
2767,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,5,9,Full Shade
2768,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,4,8,Full Shade
2769,Herb,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,15.24,22.86,False,False,False,False,False,4,8,Full Shade
2770,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,15.24,22.86,False,False,False,False,False,4,8,Full Shade
2771,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,,True,False,0,0,30.48,45.72,False,False,False,False,False,5,8,Full Shade
2772,Orchid,Perennial,Frequent,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,6,9,Partial Shade
2773,Vine,Perennial,Average,0,Low,High,False,False,False,True,True,True,,True,False,0,1,609.6,1219.2,False,False,False,False,False,10,12,Partial Shade
2774,Vine,Perennial,Average,0,Low,High,False,False,False,False,True,True,Moderate,True,False,0,1,304.8,609.6,False,False,False,False,False,10,12,Partial Shade
2775,Herb,Perennial,Average,0,High,Low,True,False,True,False,True,True,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,10,12,Partial Shade
2776,Rush Or Sedge,Perennial,Frequent,0,Moderate,High,True,True,True,True,False,False,Low,True,False,0,0,60.96,121.92,False,False,False,False,False,4,9,Partial Shade
2777,Ornamental Grass,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,60.96,91.44,False,False,False,False,False,6,9,Full Sun
2778,Ornamental Grass,Perennial,Minimal,0,Moderate,High,True,True,False,True,False,False,Low,True,False,0,0,60.96,121.92,False,False,False,False,False,5,9,Full Sun
2779,Ornamental Grass,Perennial,Minimal,0,Moderate,Low,True,True,False,False,False,False,Low,True,False,0,0,91.44,121.92,False,False,False,False,False,5,9,Full Sun
2780,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,60.96,152.4,False,False,False,False,False,10,11,Partial Shade
2781,Bulb,Perennial,Average,0,Low,Low,False,False,False,False,False,False,,True,False,0,0,7.62,15.24,False,False,False,False,False,3,7,Partial Shade
2782,Bulb,Perennial,Average,0,Low,Low,False,False,False,False,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,4,7,Partial Shade
2783,Bulb,Perennial,Average,0,Moderate,High,True,False,False,False,False,False,Moderate,True,False,0,0,121.92,182.88,False,False,False,False,False,5,8,Full Sun
2784,Bulb,Perennial,Average,0,Moderate,High,True,False,False,False,False,False,,True,False,0,0,91.44,121.92,False,False,False,False,False,5,8,Full Sun
2785,Bulb,Perennial,Average,0,Moderate,High,True,False,False,False,False,False,,True,False,0,0,152.4,304.8,False,False,False,False,False,5,8,Full Sun
2786,Ornamental Grass,Perennial,Minimal,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,91.44,304.8,False,False,False,False,False,6,10,Partial Shade
2787,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,243.84,365.76,False,False,False,False,False,7,9,Partial Shade
2788,Deciduous Shrub,Perennial,Minimal,0,Moderate,Low,False,True,False,False,False,False,,True,False,0,0,121.92,213.36,False,False,False,True,False,4,9,Full Sun
2789,Shrub,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,30.48,76.2,False,False,False,True,False,5,8,Full Sun
2790,Daisy,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,False,2,8,Full Sun
2791,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,60.96,76.2,False,False,False,True,False,2,7,Full Sun
2792,Herb,Perennial,Minimal,0,Low,Low,True,True,False,False,False,False,,True,False,0,0,45.72,60.96,False,False,False,True,False,3,8,Full Sun
2793,Shrub,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,True,False,True,False,4,8,Full Sun
2794,Herb,Perennial,Average,1,Low,Low,True,True,False,True,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,6,8,Full Sun
2795,Herb,Annual,Frequent,0,Moderate,High,False,True,False,False,False,False,,True,False,0,0,60.96,91.44,False,False,False,False,False,2,11,Full Sun
2796,Herb,Perennial,Minimal,1,Low,Moderate,True,True,True,False,False,False,Low,True,False,0,0,60.96,76.2,False,False,False,False,False,2,8,Full Sun
2797,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Low,True,False,0,0,30.48,76.2,False,False,False,False,False,2,8,Full Sun
2798,Herb,Perennial,Frequent,0,Low,Low,True,True,False,True,False,False,Moderate,True,False,0,0,91.44,121.92,False,False,False,False,False,6,8,Partial Shade
2799,Herb,Perennial,Minimal,0,Low,Low,True,True,False,True,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,5,8,Full Sun
2800,Herb,Perennial,Average,0,Low,Low,True,True,True,True,False,False,,True,False,0,0,60.96,121.92,False,False,False,False,False,4,7,Full Sun
2801,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,,True,False,0,0,53.34,60.96,False,False,False,False,False,5,8,Full Sun
2802,Shrub,Perennial,Minimal,1,Low,Moderate,True,True,True,False,False,False,,True,False,0,0,60.96,91.44,False,False,False,False,False,5,9,Full Sun
2803,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,5,8,Full Sun
2804,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,4,8,Full Sun
2805,Herb,Perennial,Minimal,0,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,45.72,76.2,False,False,False,False,False,5,8,Full Sun
2806,Herb,Perennial,Minimal,0,Low,Low,False,True,True,False,False,False,Moderate,True,False,0,0,15.24,30.48,False,False,False,False,False,4,8,Full Sun
2807,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,60.96,76.2,False,False,False,False,False,5,8,Full Sun
2808,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,60.96,76.2,False,False,False,False,False,5,9,Full Sun
2809,Herb,Perennial,Minimal,1,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,45.72,False,False,False,False,False,5,9,Full Sun
2810,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,121.92,152.4,False,False,False,True,False,3,8,Full Sun
2811,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,91.44,106.68,False,False,False,True,False,3,8,Full Sun
2812,Herb,Perennial,Minimal,0,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,False,5,9,Full Sun
2813,Shrub,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Low,True,False,0,0,30.48,60.96,False,False,False,False,False,3,7,Full Sun
2814,Shrub,Perennial,Minimal,1,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,15.24,60.96,False,False,False,False,False,7,9,Full Sun
2815,Broadleaf Evergreen,Perennial,Minimal,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,38.1,60.96,False,False,False,False,False,7,9,Full Sun
2816,Deciduous Shrub,Perennial,Frequent,1,Low,Low,True,True,True,False,True,False,High,True,True,0,0,243.84,365.76,False,False,False,False,True,8,10,Full Sun
2817,Tree,Perennial,Frequent,1,Low,High,False,False,True,False,True,False,High,True,False,0,0,457.2,609.6,False,False,False,False,False,9,11,Full Sun
2818,Flower,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,,True,False,0,0,15.24,30.48,False,False,False,False,False,3,8,Full Shade
2819,Herb,Perennial,Average,1,Moderate,Moderate,True,False,False,False,False,False,Moderate,True,False,0,0,7.62,15.24,False,False,False,False,False,3,8,Full Shade
2820,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,False,True,False,False,False,False,Moderate,True,False,0,0,121.92,213.36,False,False,False,False,False,8,9,Full Sun
2821,Broadleaf Evergreen,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,182.88,243.84,False,False,False,False,False,7,9,Partial Shade
2822,Flower,Perennial,Average,1,Low,High,True,True,False,False,False,False,Low,True,False,0,0,30.48,45.72,False,False,False,False,False,6,10,Full Sun
2823,Herb,Perennial,Average,0,Moderate,Low,True,True,False,False,True,False,Moderate,True,False,0,0,182.88,457.2,False,False,False,False,False,10,12,Partial Shade
2824,Deciduous Shrub,Perennial,Frequent,1,Low,Low,False,True,False,False,False,False,Moderate,True,False,0,0,91.44,243.84,False,False,False,False,False,5,9,Partial Shade
2825,Tree,Perennial,Average,1,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,182.88,304.8,False,False,False,False,False,8,11,Full Sun
2826,Broadleaf Evergreen,Perennial,Minimal,0,Moderate,High,True,False,False,False,False,False,High,True,False,0,0,1524.0,2133.6,False,False,False,False,False,8,10,Full Sun
2827,Tree,Perennial,Frequent,1,Low,High,True,True,True,False,False,False,,True,True,0,0,3048.0,7620.0,False,False,False,False,False,10,11,Full Sun
2828,Broadleaf Evergreen,Perennial,Minimal,1,Moderate,High,True,True,False,False,False,False,Moderate,True,False,0,0,609.6,914.4,False,False,False,False,False,8,10,Full Sun
2829,Bulb,Perennial,Average,0,Low,High,False,True,False,False,False,True,High,True,False,0,0,45.72,60.96,False,False,False,False,False,10,11,Partial Shade
2830,Bulb,Perennial,Average,0,Low,High,True,True,False,False,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,False,7,10,Partial Shade
2831,Bulb,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,30.48,60.96,False,False,False,False,False,6,9,Full Sun
2832,Bulb,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,7,10,Full Sun
2833,Bulb,Perennial,Average,0,Moderate,Low,True,True,False,False,False,False,Moderate,True,False,0,0,22.86,30.48,False,False,False,False,False,7,10,Full Sun
2834,Tree,Perennial,Average,0,Low,High,True,False,True,False,False,False,Moderate,True,False,0,0,1219.2,1828.8,False,False,False,False,False,4,7,Partial Shade
2835,Deciduous Shrub,Perennial,Average,1,Low,Moderate,True,False,True,True,False,False,Moderate,True,False,0,0,457.2,609.6,False,True,False,False,False,4,8,Partial Shade
2836,Deciduous Shrub,Perennial,Average,0,Low,Low,True,False,False,False,False,False,Moderate,True,False,0,0,274.32,335.28000000000003,False,False,False,False,False,4,8,Partial Shade
2837,Deciduous Shrub,Perennial,Average,0,Low,Low,False,True,True,False,False,False,Moderate,True,False,0,0,60.96,91.44,False,False,False,False,False,4,8,Partial Shade
2838,Deciduous Shrub,Perennial,Average,0,Low,High,True,False,True,False,False,False,,True,False,0,0,91.44,152.4,False,False,False,False,False,4,7,Partial Shade
2839,Deciduous Shrub,Perennial,Average,1,Low,Low,True,True,False,True,False,False,Moderate,True,True,0,0,121.92,182.88,False,True,False,False,False,6,9,Partial Shade
2840,Deciduous Shrub,Perennial,Average,1,Low,Low,True,True,True,False,False,False,Moderate,True,False,0,0,365.76,609.6,False,True,False,False,False,3,7,Partial Shade
2841,Tree,Perennial,Average,1,Low,Low,True,True,True,False,False,False,,True,False,0,0,457.2,731.52,False,False,False,False,False,4,8,Partial Shade
2842,Deciduous Shrub,Perennial,Average,0,Low,Low,True,True,False,False,False,False,Moderate,True,False,0,0,304.8,457.2,False,False,False,False,False,3,8,Partial Shade
2843,Deciduous Shrub,Perennial,Average,1,Low,Low,True,False,False,True,False,False,Moderate,True,False,0,0,365.76,487.68,False,True,False,False,False,4,7,Partial Shade
2844,Broadleaf Evergreen,Perennial,Average,1,Moderate,Moderate,True,False,False,True,False,False,,True,False,0,0,91.44,609.6,False,False,False,False,False,5,9,Partial Shade
2845,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,False,False,False,False,False,False,Low,True,False,0,0,60.96,91.44,False,False,False,False,False,5,8,Partial Shade
2846,Broadleaf Evergreen,Perennial,Average,0,Moderate,Low,True,False,False,False,False,False,Low,True,False,0,0,91.44,152.4,False,False,False,False,False,5,8,Partial Shade
2847,Broadleaf Evergreen,Perennial,Average,0,Moderate,High,True,False,False,True,False,False,Moderate,True,False,0,0,45.72,60.96,False,False,False,False,False,5,8,Partial Shade
2848,Shrub,Perennial,Average,0,Moderate,Low,True,False,False,True,False,False,Low,True,False,0,0,7.62,15.24,False,False,False,False,False,5,8,Partial Shade
2849,Shrub,Perennial,Average,0,Low,Low,True,False,False,True,False,False,Moderate,True,False,0,0,15.24,22.86,False,False,False,False,False,5,9,Partial Shade
